ordno,itcode,itunit,itqty,itrte,itamnt,bcamnt,itemdesc,ordte,ccode,refno,clsup,tramnt,name
170082,GISLIT53940024 ,LBS  ,3000.0,0.535,1605.0,1605.0,GALVANIZED SLIT COIL 24GA - 5.394,2017-03-07,02 ,                                                                                                                                                      ,CR00055,32167.5,"CR Curtis Steel Company, Inc.                               "
170082,GISLIT53940022 ,LBS  ,3000.0,0.52,1560.0,1560.0,GALVANIZED SLIT COIL 22GA - 5.394,2017-03-07,02 ,                                                                                                                                                      ,CR00055,32167.5,"CR Curtis Steel Company, Inc.                               "
170083,STANDING00000S ,FEET ,1000.0,0.78,780.0,780.0,STANDING S,2017-03-07,02 ,                                                                                                                                                      ,CR00050,780.0,CR Coastal HVAC Supply ( Vendor )                           
170084,PRINTOUTDRAWING,NOS  ,20.0,2.176,43.52,43.52,DRAWING PRINT-OUT,2017-03-08,02 ,                                                                                                                                                      ,CR00191,43.52,
170085,GLUEWATERBASE1 ,NOS  ,3.0,542.81,1628.43,1628.43,GLUE WATER BASED 50 GAL,2017-03-08,03 ,                                                                                                                                                      ,CR00136,1628.43,"CR Solar Supply, Inc                                        "
170087,DUCTWRAPR60000 ,NOS  ,1.0,58.35,58.35,58.35,"DUCT WRAP R6 2.3""X48X75",2017-03-09,02 ,                                                                                                                                                      ,CR00136,3760.95,"CR Solar Supply, Inc                                        "
170088,304SS5X10SHEETS,NOS  ,25.0,148.18,3704.5,3704.5,18GA - 304 STAINLESS STEEL 5X10 SHEETS,2017-03-09,02 ,                                                                                                                                                      ,CR00178,3704.5,CR CL ALLOYS                                                
180478,JFLNGCORNER000 ,BOX  ,20.0,130.0,2600.0,2600.0,J FLANGE CORNER W / NUT & BOLT,2018-09-18,02 ,                                                                                                                                                      ,CR00050,2600.0,CR Coastal HVAC Supply ( Vendor )                           
180479,THERMAFLXMKE06 ,NOS  ,4.0,53.5,214.0,214.0,"THERMAFLEX MK E 6"" FLEX DUCT",2018-09-18,02 ,                                                                                                                                                      ,CR00050,2395.75,CR Coastal HVAC Supply ( Vendor )                           
180479,THERMAFLXMKE10 ,NOS  ,7.0,77.0,539.0,539.0,"THERMA FLEX MK E 10"" FLEX DUCT",2018-09-18,02 ,                                                                                                                                                      ,CR00050,2395.75,CR Coastal HVAC Supply ( Vendor )                           
180479,THERMAFLXMKE12 ,NOS  ,5.0,90.5,452.5,452.5,"THERMA FLEX MK E 12"" FLEX DUCT",2018-09-18,02 ,                                                                                                                                                      ,CR00050,2395.75,CR Coastal HVAC Supply ( Vendor )                           
180479,THERMAFLXMKE14 ,NOS  ,3.0,106.25,318.75,318.75,"THERMA FLEX MK E 14"" FLEX DUCT",2018-09-18,02 ,                                                                                                                                                      ,CR00050,2395.75,CR Coastal HVAC Supply ( Vendor )                           
180479,THERMAFLXMKE16 ,NOS  ,7.0,124.5,871.5,871.5,"THERMA FLEX MK E 16"" FLEX DUCT",2018-09-18,02 ,                                                                                                                                                      ,CR00050,2395.75,CR Coastal HVAC Supply ( Vendor )                           
180480,TURNINGVAN00200,FEET ,3300.0,0.76,2508.0,2508.0,"Turning van 2""",2018-09-18,02 ,                                                                                                                                                      ,CR00050,2508.0,CR Coastal HVAC Supply ( Vendor )                           
180481,STABLBRWOR2005 ,BOX  ,1.0,244.0,244.0,244.0,STANDARD BLADE BRACKET W/O ROD #2005,2018-09-18,02 ,                                                                                                                                                      ,CR00050,995.0,CR Coastal HVAC Supply ( Vendor )                           
